arch,subarch,arch_dim,max_seq_len,attn_size,throughput,energy_per_token
mugi,vlp,64x8,max_seq_len_128,attn_size_1,0.8835758835758837,0.7158579913946272
mugi,vlp,64x8,max_seq_len_128,attn_size_2,1.6569200779727098,0.5654834880745295
mugi,vlp,64x8,max_seq_len_128,attn_size_4,2.9462738301559797,0.49029623641448034
mugi,vlp,64x8,max_seq_len_128,attn_size_8,4.822695035460994,0.4528628883204402
mugi,vlp,64x8,max_seq_len_256,attn_size_1,0.9217512808570097,0.751133971068981
mugi,vlp,64x8,max_seq_len_256,attn_size_2,1.8164295548416702,0.5534623114863055
mugi,vlp,64x8,max_seq_len_256,attn_size_4,3.5292019616584933,0.45462648169496805
mugi,vlp,64x8,max_seq_len_256,attn_size_8,6.677351328553353,0.4052509654247184
mugi,vlp,64x8,max_seq_len_512,attn_size_1,0.9541574084902352,0.7615208463999141
mugi,vlp,64x8,max_seq_len_512,attn_size_2,1.9012000466037513,0.5505360335995215
mugi,vlp,64x8,max_seq_len_512,attn_size_4,3.774256967734474,0.4450436271993253
mugi,vlp,64x8,max_seq_len_512,attn_size_8,7.4384045584045575,0.392308225696367
mugi,vlp,64x8,max_seq_len_1024,attn_size_1,0.9750349213897226,0.7644504618790992
mugi,vlp,64x8,max_seq_len_1024,attn_size_2,1.9482169898156119,0.5496398936307876
mugi,vlp,64x8,max_seq_len_1024,attn_size_4,3.8890436534985033,0.44223460950663174
mugi,vlp,64x8,max_seq_len_1024,attn_size_8,7.748693572672788,0.3885346878547294
mugi,vlp,64x8,max_seq_len_2048,attn_size_1,0.9869464851004978,0.7653267641398293
mugi,vlp,64x8,max_seq_len_2048,attn_size_2,1.9734181306992071,0.5493395348547058
mugi,vlp,64x8,max_seq_len_2048,attn_size_4,3.944938273460227,0.44134592021214386
mugi,vlp,64x8,max_seq_len_2048,attn_size_8,7.882295537289362,0.3873497951428393
mugi,vlp,64x8,max_seq_len_4096,attn_size_1,0.9933218118181996,0.7656155931592085
mugi,vlp,64x8,max_seq_len_4096,attn_size_2,1.9865232936918844,0.5492268732638557
mugi,vlp,64x8,max_seq_len_4096,attn_size_4,3.9725653550549604,0.4410325133161792
mugi,vlp,64x8,max_seq_len_4096,attn_size_8,7.943206480092203,0.38693550415169153
mugi,vlp,256x8,max_seq_len_128,attn_size_1,1.710261569416499,0.7021949664243311
mugi,vlp,256x8,max_seq_len_128,attn_size_2,3.1192660550458715,0.5569205362048113
mugi,vlp,256x8,max_seq_len_128,attn_size_4,5.30421216848674,0.4842833210950513
mugi,vlp,256x8,max_seq_len_128,attn_size_8,8.163265306122451,0.44812406560517415
mugi,vlp,256x8,max_seq_len_256,attn_size_1,2.224845418774592,0.728410759051653
mugi,vlp,256x8,max_seq_len_256,attn_size_2,4.332785987958401,0.5376654079659646
mugi,vlp,256x8,max_seq_len_256,attn_size_4,8.23296931877275,0.44229273242312056
mugi,vlp,256x8,max_seq_len_256,attn_size_8,14.971158392434988,0.39464854840731733
mugi,vlp,256x8,max_seq_len_512,attn_size_1,2.363899753730262,0.7368931132482233
mugi,vlp,256x8,max_seq_len_512,attn_size_2,4.695151776722774,0.5334341371467679
mugi,vlp,256x8,max_seq_len_512,attn_size_4,9.262381155101462,0.43170464909604034
mugi,vlp,256x8,max_seq_len_512,attn_size_8,18.033430031772347,0.38085064438349625
mugi,vlp,256x8,max_seq_len_1024,attn_size_1,2.4884893996283224,0.7389730853117541
mugi,vlp,256x8,max_seq_len_1024,attn_size_2,4.967934885481733,0.5319050643804434
mugi,vlp,256x8,max_seq_len_1024,attn_size_4,9.899890611444302,0.42837105391478786
mugi,vlp,256x8,max_seq_len_1024,attn_size_8,19.657416769651345,0.3766067533806288
mugi,vlp,256x8,max_seq_len_2048,attn_size_1,2.569621863957171,0.7394526266450342
mugi,vlp,256x8,max_seq_len_2048,attn_size_2,5.1368301584040355,0.5312944983803342
mugi,vlp,256x8,max_seq_len_2048,attn_size_4,10.264019627967926,0.4272154342479841
mugi,vlp,256x8,max_seq_len_2048,attn_size_8,20.489584857797993,0.37517658049349484
mugi,vlp,256x8,max_seq_len_4096,attn_size_1,2.6159536788476627,0.739550366716288
mugi,vlp,256x8,max_seq_len_4096,attn_size_2,5.23128147998616,0.5310284667972293
mugi,vlp,256x8,max_seq_len_4096,attn_size_4,10.460060347383692,0.4267675168376999
mugi,vlp,256x8,max_seq_len_4096,attn_size_8,20.910117424383998,0.37463721168079017
carat,none,64x8,max_seq_len_128,attn_size_1,0.8835758835758837,0.7235153026402312
carat,none,64x8,max_seq_len_128,attn_size_2,1.6569200779727098,0.579574977003737
carat,none,64x8,max_seq_len_128,attn_size_4,2.9462738301559797,0.5076048141854896
carat,none,64x8,max_seq_len_128,attn_size_8,4.822695035460994,0.4717800105123505
carat,none,64x8,max_seq_len_256,attn_size_1,0.9217512808570097,0.7528847803569727
carat,none,64x8,max_seq_len_256,attn_size_2,1.8164295548416702,0.5638526379137727
carat,none,64x8,max_seq_len_256,attn_size_4,3.5292019616584933,0.4693365666921727
carat,none,64x8,max_seq_len_256,attn_size_8,6.677351328553353,0.42212092970679205
carat,none,64x8,max_seq_len_512,attn_size_1,0.9541574084902352,0.761210130576509
carat,none,64x8,max_seq_len_512,attn_size_2,1.9012000466037513,0.5595619444987189
carat,none,64x8,max_seq_len_512,attn_size_4,3.774256967734474,0.458737851459824
carat,none,64x8,max_seq_len_512,attn_size_8,7.4384045584045575,0.40833660663751653
carat,none,64x8,max_seq_len_1024,attn_size_1,0.9750349213897226,0.7633635579957447
carat,none,64x8,max_seq_len_1024,attn_size_2,1.9482169898156119,0.5581259899034368
carat,none,64x8,max_seq_len_1024,attn_size_4,3.8890436534985033,0.455507205857283
carat,none,64x8,max_seq_len_1024,attn_size_8,7.748693572672788,0.4042005342443815
carat,none,64x8,max_seq_len_2048,attn_size_1,0.9869464851004978,0.7639188083851055
carat,none,64x8,max_seq_len_2048,attn_size_2,1.9734181306992071,0.5575934270768732
carat,none,64x8,max_seq_len_2048,attn_size_4,3.944938273460227,0.45443073642275694
carat,none,64x8,max_seq_len_2048,attn_size_8,7.882295537289362,0.40285007334767514
carat,none,64x8,max_seq_len_4096,attn_size_1,0.9933218118181996,0.7640642291031993
carat,none,64x8,max_seq_len_4096,attn_size_2,1.9865232936918844,0.5573743150718637
carat,none,64x8,max_seq_len_4096,attn_size_4,3.9725653550549604,0.4540293580561961
carat,none,64x8,max_seq_len_4096,attn_size_8,7.943206480092203,0.4023570503577127
carat,none,256x8,max_seq_len_128,attn_size_1,1.710261569416499,0.9403350374234717
carat,none,256x8,max_seq_len_128,attn_size_2,3.1192660550458715,0.7731771027389608
carat,none,256x8,max_seq_len_128,attn_size_4,5.30421216848674,0.6895981353967052
carat,none,256x8,max_seq_len_128,attn_size_8,8.163265306122451,0.6479680037905804
carat,none,256x8,max_seq_len_256,attn_size_1,2.224845418774592,0.9548171098918827
carat,none,256x8,max_seq_len_256,attn_size_2,4.332785987958401,0.7362387687280612
carat,none,256x8,max_seq_len_256,attn_size_4,8.23296931877275,0.6269495981461501
carat,none,256x8,max_seq_len_256,attn_size_8,14.971158392434988,0.5723471666108135
carat,none,256x8,max_seq_len_512,attn_size_1,2.363899753730262,0.9610673888312931
carat,none,256x8,max_seq_len_512,attn_size_2,4.695151776722774,0.7280104563488613
carat,none,256x8,max_seq_len_512,attn_size_4,9.262381155101462,0.6114819901076455
carat,none,256x8,max_seq_len_512,attn_size_8,18.033430031772347,0.5532284962998574
carat,none,256x8,max_seq_len_1024,attn_size_1,2.4884893996283224,0.9626810596911208
carat,none,256x8,max_seq_len_1024,attn_size_2,4.967934885481733,0.725616985267699
carat,none,256x8,max_seq_len_1024,attn_size_4,9.899890611444302,0.607084948055988
carat,none,256x8,max_seq_len_1024,attn_size_8,19.657416769651345,0.5478216341488011
carat,none,256x8,max_seq_len_2048,attn_size_1,2.569621863957171,0.9630956332996414
carat,none,256x8,max_seq_len_2048,attn_size_2,5.1368301584040355,0.7248678827255001
carat,none,256x8,max_seq_len_2048,attn_size_4,10.264019627967926,0.6057540074384296
carat,none,256x8,max_seq_len_2048,attn_size_8,20.489584857797993,0.54619774810658
carat,none,256x8,max_seq_len_4096,attn_size_1,2.6159536788476627,0.9632034730590029
carat,none,256x8,max_seq_len_4096,attn_size_2,5.23128147998616,0.7246069497613274
carat,none,256x8,max_seq_len_4096,attn_size_4,10.460060347383692,0.60530868811249
carat,none,256x8,max_seq_len_4096,attn_size_8,20.910117424383998,0.5456597271109263
systolic,mac,8x8,max_seq_len_128,attn_size_1,1.0,1.0
systolic,mac,8x8,max_seq_len_128,attn_size_2,1.859956236323851,0.8646134246519764
systolic,mac,8x8,max_seq_len_128,attn_size_4,3.2629558541266794,0.7969201460649648
systolic,mac,8x8,max_seq_len_128,attn_size_8,5.182926829268293,0.7633962829231664
systolic,mac,8x8,max_seq_len_256,attn_size_1,1.0,1.0
systolic,mac,8x8,max_seq_len_256,attn_size_2,1.968175037294878,0.8261166857431244
systolic,mac,8x8,max_seq_len_256,attn_size_4,3.8149397590361445,0.7391750298165888
systolic,mac,8x8,max_seq_len_256,attn_size_8,7.118705035971222,0.6957895887089257
systolic,mac,8x8,max_seq_len_512,attn_size_1,1.0,1.0
systolic,mac,8x8,max_seq_len_512,attn_size_2,1.992186546209254,0.8159935017416485
systolic,mac,8x8,max_seq_len_512,attn_size_4,3.9534827377347064,0.7239902532861195
systolic,mac,8x8,max_seq_len_512,attn_size_8,7.7409867172675515,0.678010383092135
systolic,mac,8x8,max_seq_len_1024,attn_size_1,1.0,1.0
systolic,mac,8x8,max_seq_len_1024,attn_size_2,1.9980510977800785,0.8136380044427408
systolic,mac,8x8,max_seq_len_1024,attn_size_4,3.9883293316718844,0.720457007018851
systolic,mac,8x8,max_seq_len_1024,attn_size_8,7.920569773056493,0.6738719872817817
systolic,mac,8x8,max_seq_len_2048,attn_size_1,1.0,1.0
systolic,mac,8x8,max_seq_len_2048,attn_size_2,1.9995125183757725,0.8131615209079609
systolic,mac,8x8,max_seq_len_2048,attn_size_4,3.9970765353899114,0.7197422815437398
systolic,mac,8x8,max_seq_len_2048,attn_size_8,7.97321103146641,0.6730340360426649
systolic,mac,8x8,max_seq_len_4096,attn_size_1,1.0,1.0
systolic,mac,8x8,max_seq_len_4096,attn_size_2,1.9998780466890627,0.8131009373903151
systolic,mac,8x8,max_seq_len_4096,attn_size_4,3.9992683693591555,0.7196514061774717
systolic,mac,8x8,max_seq_len_4096,attn_size_8,7.989874843935563,0.672926984666747
systolic,mac,16x16,max_seq_len_128,attn_size_1,2.0383693045563547,0.8666789232502874
systolic,mac,16x16,max_seq_len_128,attn_size_2,3.92609699769053,0.7178858787556115
systolic,mac,16x16,max_seq_len_128,attn_size_4,7.311827956989246,0.6434893528737029
systolic,mac,16x16,max_seq_len_128,attn_size_8,12.854442344045369,0.606599760806754
systolic,mac,16x16,max_seq_len_256,attn_size_1,1.991947659788626,0.8802100003116574
systolic,mac,16x16,max_seq_len_256,attn_size_2,3.952071892161757,0.6937363040240283
systolic,mac,16x16,max_seq_len_256,attn_size_4,7.779852579852579,0.6004994549187528
systolic,mac,16x16,max_seq_len_256,attn_size_8,15.08527870414483,0.5539626856807847
systolic,mac,16x16,max_seq_len_512,attn_size_1,1.990242712525918,0.883193101196449
systolic,mac,16x16,max_seq_len_512,attn_size_2,3.9727328058429694,0.6867959174173413
systolic,mac,16x16,max_seq_len_512,attn_size_4,7.9146356250757846,0.5885973250378939
systolic,mac,16x16,max_seq_len_512,attn_size_8,15.707375767055707,0.5395188322761357
systolic,mac,16x16,max_seq_len_1024,attn_size_1,1.9936799246452557,0.8824336055529185
systolic,mac,16x16,max_seq_len_1024,attn_size_2,3.9854222978103078,0.6842819222532684
systolic,mac,16x16,max_seq_len_1024,attn_size_4,7.963105676749903,0.5852060803566836
systolic,mac,16x16,max_seq_len_1024,attn_size_8,15.895345668170672,0.5356733990037821
systolic,mac,16x16,max_seq_len_2048,attn_size_1,1.9964711340284582,0.8814757657620024
systolic,mac,16x16,max_seq_len_2048,attn_size_2,3.9924564458605487,0.6832759641322254
systolic,mac,16x16,max_seq_len_2048,attn_size_4,7.982970312084233,0.5841760631935669
systolic,mac,16x16,max_seq_len_2048,attn_size_8,15.958175973981561,0.5346274268867296
systolic,mac,16x16,max_seq_len_4096,attn_size_1,1.9981418266072948,0.8808510452597407
systolic,mac,16x16,max_seq_len_4096,attn_size_2,3.9961619226939717,0.6828369872098651
systolic,mac,16x16,max_seq_len_4096,attn_size_4,7.991836967799061,0.5838299581229529
systolic,mac,16x16,max_seq_len_4096,attn_size_8,15.981726781115414,0.534326772656629
